v=0.13.200,time=2025-03-01T01:00:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356304,pid=241238,ppid=241068,cpu%=117.5,cpukib=5635292,rssanonkib=4722860,gpus=0,gpukib=3035136,cputime_sec=467
v=0.13.200,time=2025-03-01T01:05:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356336,pid=241891,ppid=241804,cpu%=128.4,cpukib=5204228,rssanonkib=4307032,gpus=0,gpukib=4552704,cputime_sec=350
v=0.13.200,time=2025-03-01T01:10:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356368,pid=242353,ppid=242266,cpu%=120.1,cpukib=5147352,rssanonkib=4218104,gpus=0,gpukib=3596288,cputime_sec=331
v=0.13.200,time=2025-03-01T01:10:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356336,pid=241891,ppid=241804,cpu%=114.9,cpukib=5690068,rssanonkib=4779648,gpus=0,gpukib=3035136,cputime_sec=664
v=0.13.200,time=2025-03-01T01:15:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:20:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356404,pid=243121,ppid=243028,cpu%=118.5,cpukib=5353352,rssanonkib=4406572,gpus=0,gpukib=3035136,cputime_sec=315
v=0.13.200,time=2025-03-01T01:25:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:30:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:35:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:40:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:45:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:50:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T01:55:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:00:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:05:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:10:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356686,pid=245927,ppid=245904,cpu%=97.1,cpukib=5120232,rssanonkib=4181552,gpus=0,gpukib=6117376,cputime_sec=109
v=0.13.200,time=2025-03-01T02:15:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:20:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:25:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:30:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:35:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:40:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:45:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:50:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T02:55:01+01:00,host=gpu-10.fox,user=ec313-autotekst,cmd=whisperx,job=1356931,pid=248335,ppid=248313,cpu%=85.5,cpukib=5008528,rssanonkib=4070728,gpus=0,gpukib=5888000,cputime_sec=83
v=0.13.200,time=2025-03-01T03:00:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:05:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:10:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:15:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:20:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:25:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:30:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:35:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
v=0.13.200,time=2025-03-01T03:40:01+01:00,host=gpu-10.fox,user=_sonar_,cmd=_heartbeat_
